"word","weining","dafang","luquan","bijie","panxian","longlin","honghe","shiping","weishan","xide","chuxiong","yongren","shilin"
"󳕝","tʼu¹³","tʼu³³","tʼu³³","tʼu³³","tʼu²¹","tʼu²¹","tʼu²¹","tʼu²¹","tʼu⁵⁵","tu³³",,"tʼu³³","tʼu³³"
"󳕞","bi⁵⁵","bu⁵⁵",,"ȵi²¹","bu⁵⁵",,"bu²¹","ȵi²¹",,"bo²¹",,,
"󳕟","fe³³",,,,,,,,,,,,
"󳕠","tsʼu²¹","tsʼʊ²¹","tsʼo²¹","tsʼu²¹","tsʼʊ","tɕʼou²¹","tʂʼʅ³³","tsʼɿ³³","tsʼa⁵⁵","tsʼa³³","tsʼo³³","xɯr³³","tsʼɐ³³"
"󳕡","tsʼʊ²¹","tsʼʊ²¹",,,,,"tsʼo²¹",,,"tsʼa³³",,,
"󳕢","tsʼɯ³³","ne¹³","tsʼɯ²¹","tsʼu³³","tsʼɿ⁵¹","tɕʼaɯ⁵³","ȵe³³",,"tso³³","tsʼɿ³³",,,
"󳕣",,"ndɯ²¹","lu²¹","lɤ²¹",,,,"lo²¹","wei²¹",,,,
"󳕤","tɕi¹³","tɕy³³",,,"tɕi³³","ki³³","tɕi⁵⁵","tɕe⁵⁵","ɕũ⁵⁵","kɯ³³","va³³",,
"󳕥",,,,,,,,,,,,,"pɐ²¹"
"󳕦","bi²¹",,,,,,"bɛ²¹",,"te¹³（lo³³）",,,,"pɛ²¹"
"󳕧","vu⁵⁵",,,,,,,,,,,,
"󳕨","Vu⁵⁵",,"Və⁵⁵","vu⁵⁵","ɣo⁵⁵","ɣu⁵⁵","o²¹","ɣor²¹",,,,,"Vɐ²¹"
"󳕩","tɯ³³","tɯ³³","tɯ³³","tɤ³³",,"tou⁵³","tɯ²¹","tɯ²¹","ty³³","mɔ⁵⁵","tɤ³³","tɯ³³","pu⁵⁵"
"󳕪","lɯ³³（lɯ²¹）","lɯ³³","lɤ³³","lɤ³³","dɯ³³","lə³³","lɤ³³","lɤ³³","ma⁵⁵","ma³³","mo³³","lə²¹","lɯ²¹"
"󳕫",,"tsʼɿ²¹",,"tʂʼo¹³、tʂʼʅ²¹",,,,,,"tʼi⁵⁵",,,"tʂo³³"
"󳕬","ȵi⁵⁵","do¹³",,"ȵi²¹",,,,"gu³³",,,,,
"󳕭","gu³³","gu³³","ŋgʼə²¹","gu³³","gu³³",,"go³³","go³³","tsʼai²¹（tsɿ³³）","ŋgɯ³³（bu³³）","gu³³","gu²¹","ku²¹"
"󳕮","gu²¹","gʊ²¹","dzɯ³³",,,"go²¹","go²¹","go²¹",,"dzɿ³³","dʑe¹³","fu⁵⁵",
"󳕯","ɖe²¹","ɖie²¹","zm²¹","ɖe²¹",,,"dɛ²¹",,,"zɯ³³",,"bi³³",
"󳕰","tʂo²¹","ga³³","dʐɔ²¹","ndʐo²¹",,"go²¹","go²¹","go²¹","ʈa³³","lɯ²¹",,,
"󳕱",,"ndu³³","dʐɔ²¹",,"dʑi⁵¹",,,"dzᴀ²¹",,,"pʼɛ²¹",,"dʐo³³"
"󳕲","gu²¹","gɐ²¹",,"gʊ²¹",,"tɕa³³",,"tsʼær³³",,"tʂa⁵⁵","tʂa²¹",,
"󳕳","gu²¹","gɯ⁵⁵","gu²¹","gu²¹","gɪ⁵⁵","gɯ²¹","go²¹","go²¹","ba²¹","gu²¹",,,"ɯ³³"
"󳕴","ŋo²¹","ve²¹",,"ve²¹",,"ŋɯ²¹",,,"ve²¹","ŋgɔ³³",,,
"󳕵","ɣɯ¹³","tsʼɐ³³","te²¹","ɣɯ¹³","ɣɯ²¹","tei²¹","ɬa³³","ɣɤ²¹","tʂẽ³³（pᴀ²¹）","tɛ³⁴",,,
"󳕶","ha³³","ha¹³","ha³³","hia¹³","ha³³","he⁵³","xer³³","xe³³",,"ho⁵⁵","he⁵⁵","ɕe²¹","he²¹"
"󳕷","ha¹³","tsʼo³³",,"hia¹³",,"hɚ²¹","xo⁵⁵","xe⁵⁵",,,,,
"󳕸",,"tsʊ³³",,,,,"tsa³³","tsa³³","tʂuaŋ³³",,,,"tsa³³"
"󳕹",,,,"tso²¹",,,"tso²¹","tso²¹",,,,,
"󳕺","nde³³","ndɯ³³","tʂɔ³³","nde²¹",,"nde²¹、tə⁵⁵","de³³","lɤ²¹","tʂʼuay⁵⁵","ti³³",,"tʂɔ⁴⁴","tɯ⁵⁵"
"󳕻","nde²¹","nde²¹","ndʼo²¹","nde²¹","ndɚ²¹","do²¹","de²¹","de²¹","pʼi²¹","ȵdʑo³³","bə³³",,"pʼi²¹"
"󳕼","na³³","na³³",,"ne¹³",,,"me²¹","mɤ²¹",,"ndza³³",,,
"󳕽",,"ti³³","tʂʼər²¹","tsʼɪ²¹",,,"tsʼɤr","tsʼə³³",,"ti²¹",,,"tsʼɤ³³"
"󳕾",,"ʈo²¹",,"da¹³",,,,"dᴀ³³","soŋ³³",,,,
"󳕿","ʔɪ¹³","ʔɛ¹³","ʑi⁵⁵","ʔai¹³","ʔɪ²¹","ʑei⁵⁵","ɕe³³","ɕe³³","ʔɪ²¹","ʑi⁵⁵","ʑi²¹","ʑi²¹","ʑi²¹"
"󳖀",,,,"tʼo³³",,,,"tʼo³³",,"tɛ³³",,,
"󳖁","na³³","na³³","na²¹","na³³","na⁵¹","ne⁵³","ȵi⁵⁵","ȵe³³","ȵɪ³³","nɔ³³","ȵe³³","ȵe³³","ne³³"
"󳖂","ɬo²¹","tʼi⁵⁵",,,,,,,,,,,
"󳖃","ʈʼʊ²¹","ʈʼʊ","ʈʼor²¹","ʈʼu²¹",,,,"bi²¹",,,"ʈu⁵⁵",,
"󳖄","tʂa³³","tsa³³",,"tsa³³",,,,,,"tsʼi³³",,,
"󳖅","kʼo¹³","ŋo¹³","kʼor⁵⁵","kʼo¹³","kʼur²¹","kʼu⁵⁵","gu²¹","kɛ⁵⁵","ɯu¹³","kʼu⁵⁵","gu³¹","gur²¹","ko²¹"
"󳖆","hu³³","hʊ³³","ɳo³³","hu³³","hʊ²¹","hu²¹","xo²¹","xo²¹","xa⁵⁵","ɬa³³","ɕo³³","xo³³","ɬɐ³³"
"󳖇","pʼu⁵⁵","pʼu⁵⁵","pʼu⁵⁵","pʼu⁵⁵","pʼɪ⁵⁵","pʼaɯ²¹","pʼu²¹","pʼo⁵⁵、kɤr³³","tʼu³³、dzɪ⁵⁵","dzi³³","pʼɯ²¹","dzi³³","tsi⁵⁵"
"󳖈",,"pʼɯ³³","mbʼə²¹",,,"mbɔ⁵³",,,"be⁵⁵","pʼi²¹",,,
"󳖉","fu¹³","fɯ³³",,"fu³³",,,,"tɤ²¹",,,,,
"󳖊","tse¹³","tɕie³³",,"tɕe³³",,,"tsɛ⁵⁵",,,,,,
"󳖋",,"tsʼu²¹",,"tso²¹","tsʼu²¹",,,,"tso¹³",,,,"tso²¹"
"󳖌","dzɪ³³","tɕie²¹",,"dzɪ³³",,,,,,,,,
"󳖍","na¹³","na¹³","nar⁵⁵",,"nar²¹","ne⁵⁵","ne²¹","ȵe²¹","ȵɪ²¹","nu⁵⁵","ne⁵⁵","ne⁵⁵","ne⁵⁵"
"󳖎",,"ʈi³³",,"ʈi³³",,,,,"tɕiu⁵⁵","tsʼɪ³³",,,
"󳖏",,"ʈʼʅ²¹",,"ʈʼi³³","tʼi³³",,"tʼo²¹","sɤ²¹",,,,,
"󳖐","ʈʼe³³","to³³",,"ʈʼe⁵⁵",,,,"ti⁵⁵",,,,,
"󳖑","ʈʼe³³","ȵi²¹",,"ʈʼe²¹","tʼɚ⁵¹",,,,,,,,
"󳖒","tʂa¹³","tsa¹³","tʂa⁵⁵","tʂa³¹",,,,"tsa⁵⁵","tʂaŋ⁵⁵","bu⁵⁵","tʂa⁵⁵",,
"󳖓","tʂu¹³","tsɿ³³","tʂɯ³³","tʂʅ³³","tsɿ³³","tɕɯ³³",,"xo²¹","（sɿ³³ɕe⁵⁵ma²¹）","tɕɿ³³（sɿ³³）",,,
"󳖔",,,"ɳdʐʼu³³","ndʐu²¹",,,,,,,,,
"󳖕","ʂɪ¹³","sɛ¹³","ʂɯr⁵⁵","ʂɪ¹³","ɕi²¹","ɕei⁵⁵","ɕi²¹","ɕi²¹","（ʔɸ²¹）ʂʅ²¹","ʂɿ⁵⁵","ʂɿ⁵⁵","ɕi⁵⁵","ɕi⁵⁵"
"󳖖","tɕe²¹","tɕie²¹",,"tɕe²¹","tsɿ²¹","tɕɚ⁵⁵",,"fe³³","fsɿr³³","tɕe³³",,,
"󳖗","tɕʼɪ²¹、tɕʼɪ¹³","tɕʼy²¹",,"tɕʼy²¹",,,"tɕʼe²¹","tɕʼe²¹","ʂaŋ⁵⁵","（sa³⁴）pʼo³³",,,
"󳖘","ȵdʑʊ³³","ȵdʑʊ³³","ȵdʑʼo³³",,"ndzʊ³³","ȵdʑu⁵³","dɯ²¹","kᴀ⁵⁵","ga²¹","ŋgu³³","di³³","go²¹","go²¹"
"󳖙","ʑy³³",,,,,,,,,,,,
"󳖚","ku³³","lo³³",,"gu⁵⁵","ko³³",,,,"kʼao⁵⁵",,,,
"󳖛","kɯ¹³","kʼo¹³",,"kʼue³³",,,"pɛ²¹","pɛ²¹","pa²¹",,,,
"󳖜","gɯ²¹","ka³³","gə²¹",,,"gə³³","gɤ²¹","ʈʼɯr²¹","ɣᴀ⁵⁵",,,,
"󳖝",,,,"ŋgʊ²¹",,,,"me⁵⁵",,,,,
"󳖞","ɣɪ¹³",,,,,,,,,,,,
"󳖟","ɣo¹³","ɣo¹³","ɣor⁵⁵","ɣo¹³","vu²¹",,,"ɣo⁵⁵",,,,,
"󳖠","ɣo¹³",,,"ɣo¹³",,,"ɣo³³","ɣo³³",,,,,
"󳖡",,,"pa²¹",,,,,,"tɕiŋ⁵⁵",,,,
"󳖢","bu³³",,,,,,,,,,,,
"󳖣","vu³³","vu³³",,"vu³³","ɣʊ³³","ɣu⁵³","ɣo³³",,"ɣa²¹","ɣa³³",,,
"󳖤",,,,,,,,"sɤ²¹",,,,,
"󳖥","to³³","tsʼe²¹",,,,"tɯa²¹",,,,,,,
"󳖦","tu⁵⁵","tu⁵⁵",,"tu⁵⁵","to⁵⁵",,,,,,,,
"󳖧","ʈa⁵⁵","tɯ⁵⁵",,,,,,,,,,,
"󳖨","tʂʼʅ²¹","ʈʼʅ²¹","ʈʼe²¹","tʼi²¹","tʼi²¹","te²¹","kʼa³³","pʼe²¹、dᴀ²¹","pʼu³³","tʂʼɯ²¹","kʼᴀ²¹","kʼb²¹",
"󳖩","ȵdʑɯ¹³","ȵdʑɐ¹³",,"ȵdʑʊ¹³","ŋgʊ³³","ndʑaɯ⁵⁵",,"go³³","ɣᴀ²¹","ŋgɛ⁵⁵",,,
"󳖪","kʼu³³","kʼu³³",,"kʼu³³",,,,,"ʂa²¹",,,,
"󳖫","gu⁵⁵","fie⁵⁵",,"gu⁵⁵","fɚ⁵¹",,"ga²¹","gᴀ²¹",,,,,
"󳖬","ŋgu³³.ȵdʑɯ¹³","ŋgu³³、ȵdʑb¹³","ŋgʼo³³","ŋgu³³","ŋgʊ³³","ŋgu⁵³","go³³","go³³","ɣᴀ²¹","ŋgɯ³³、ŋgu³⁴","go²¹","gɯ²¹","gɐ²¹"
"󳖭","ŋe³³",,,"ŋe²¹","ŋɚ³³",,,"te²¹",,"ʂɯ³³",,,
"󳖮",,,,"xa¹³",,,,"tɕʼe³³",,"pu⁵⁵",,,
"󳖯","pʼi⁵⁵","pʼu⁵⁵","pʼu⁵⁵",,"pʼi³³","pʼɯ⁵⁵","pʼu³³","pʼu³³","fi²¹","pʼu²¹","pʼɯr⁵⁵","pʼɯr⁵⁵","pʼu²¹"
"󳖰","mʊ⁵⁵","mu⁵⁵","mɔ⁵⁵","mu⁵⁵","mo⁵⁵","mu⁵⁵","ma²¹","ma²¹","mu²¹","mo²¹","ma²¹","mɔ⁵⁵","mo²¹"
"󳖱","mʊ⁵⁵",,"mo⁵⁵","mu⁵⁵","mo⁵⁵","mu⁵⁵","ma²¹",,"mu⁵⁵","mo²¹",,,
"󳖲","tsu³³",,,,,,,,,,,,
"󳖳","tsʼu⁵⁵","tsʼʊ⁵⁵","tsç³³","tsʼo⁵⁵",,"ɬu³³",,"ɬo³³","tsɿ⁵⁵",,,"tsi⁴⁴","tsɿ³³"
"󳖴","ndzo³³",,,"ndzu³³",,,,"lɤ³³",,,,,"ku⁵⁵dndzɐ³³"
"󳖵","tu³³",,"dɔ³³",,,,,"to³³",,"tᴀ³³",,,"dʐi²¹"
"󳖶","do²¹","do²¹",,"do²¹","do²¹",,,"dᴀ²¹",,"dʑo⁵⁵",,,
"󳖷","lu¹³","gɯ³³",,"lu³³",,,,,"kur²¹",,,,
"󳖸","ʈʼe⁵⁵、ʈɿ⁵⁵","ɖa³³","ʈʼa²¹","ʈʼe²¹",,,,"ʈʼe³³",,,"bɛ²¹",,
"󳖹","tʂʼo³³","tɕo³³","tsʼa²¹",,"tsʼua⁵¹","tɕɯ⁵⁵","tsʼɛ","tsʼæ³³",,"dʑo³³","tsʼɛ³³","tsʼɛ²¹",
"󳖺",,"tɕe³³",,"tɕie³³",,,"tɕʼe","tɕʼe³³",,,,,
"󳖻","ʑɪ³³","ʑi¹³",,"ʑe³³",,,,,,,,,
"󳖼","ʑy³³",,,,,,,,,,,,
"󳖽","ɣo⁵⁵","na³³",,"ɣo³³",,,,"ɣo²¹","ku⁵⁵",,,,
"󳖾","pu³³",,"pu³³","pʊ³³","pu³³","baɯ⁵⁵;tʼɔ⁵³","po³³","po³³",,"pu³³","tʼu²¹","tʼu²¹","pu⁵⁵"
"󳖿","mʊ⁵⁵",,,"mu³³",,,,,"miao²¹",,,,"tʂɐ²¹"
"󳗀","mʊ⁵⁵","mu⁵⁵","mo⁵⁵","mu⁵⁵","mor²¹","mo⁵⁵","mo²¹","mor²¹","ʔm²¹","ma⁵⁵","mo⁵⁵","mo⁵⁵","mo⁵⁵"
"󳗁","zɯ⁵⁵","tɕʼi⁵⁵",,"zɿ⁵⁵",,,,"dzɛ²¹",,,,,
"󳗂","die¹³","di¹³","de⁵⁵","di³³","dɯr²¹","dɯa⁵⁵","dɤ²¹","dɤr²¹","dʑe²¹","ndi⁵⁵",,"nɔ²¹","dɤ²¹"
"󳗃","nde²¹",,,"nde²¹","ndm²¹","ɣ⁵⁵","tsʼɛ²¹","tsʼɛ²¹","ɣɯr³¹","ʑɿ⁵⁵",,"tsʼɛ²¹",
"󳗄","ndɯ⁵⁵","ndi⁵⁵",,"ndi⁵⁵","ndi⁵¹",,,,"ʔu²¹","ba⁵⁵",,,
"󳗅","ȵdʑa¹³","ȵdʑa³³","ȵdʑa⁵⁵","ȵdʑa¹³",,,"tɕa²¹","sɤ³³",,"sɛ³³zɿ⁵⁵","sə⁵⁵","na²¹","sɐ⁵⁵"
"󳗆",,,"ȵdʑʼa⁵⁵","ȵdʑa¹³",,,,,,"ma³³",,,
"󳗇",,"ga³³","ȵi³³","ȵi³³",,,,"su²¹","ʔm̩²¹",,"mi²¹","no⁵⁵",
"󳗈","kʊ⁵⁵",,,"kue⁵⁵",,,,,,,,,
"󳗉","ʔo³³","ʔa⁵⁵",,,,,,,,,,,
"󳗊","tʂʼʊ²¹","tsʼʊ²¹","tʂʼu²¹","tʂʼʊ²¹",,"lo²¹","tsʼu²¹","pʼo²¹","pa²¹","tsʼu³³","su³³",,
"󳗋","ɳdʐʅ²¹","ndɿ²¹",,"ndʑɪ²¹","ȵdʑʅ²¹",,,,"dzɿ⁵⁵dzɿ⁵⁵",,,,
"󳗌","ʂo¹³","sʊ³³","ʂo³³","ʂʊ³³","sʊ³³","ɕoʊ³³","ʂo⁵⁵","so⁵⁵","ʂᴀ⁵⁵","ʂa³³","ʂo³³","ʂo⁴⁴","ʂɐ⁴⁴"
"󳗍","ɣɯ¹³","ɣɐ¹³","ɣɯr⁵⁵",,"ɣɯ³³","ʑaɯ⁵⁵","ɣɯr²¹","ɣɯr²¹","gɤ³³","ɣa⁵⁵",,"gu³³",
"󳗎","hɪ¹³",,"ȵɯ³³","hiu³³",,"hɯ²¹","xa⁵⁵","xᴀ⁵⁵","m²¹",,,,
"󳗏","ɳdʐʅ³³","ɳɖe³³",,"ɳdi³³",,,,,"ɳu⁵⁵",,,,
"󳗐",,,,,,,"dʑer²¹","dʑe²¹",,,,,
"󳗑",,"ʟo³³",,"lo³³",,,,,,"ʑi³³",,,
"󳗒","ȵy¹³","ŋɯ³³",,,,"ŋɯ³³","ŋɯ⁵⁵",,"ŋu⁵⁵","ŋo⁵⁵",,,
"󳗓",,"ʈʼʅ²¹",,,,,"be²¹","pe³³","tɕu⁵⁵","pi³³",,,
"󳗔","pa³³","pa³³",,"vi³³",,,,,,"dʑɛ³³",,,
"󳗕","pa³³",,,,,,,,,,,,
"󳗖","mu³³","mo³³","mu²¹","mu³³","mu⁵¹","maɯ⁵³","mu³³","mu³³","ʔm³³","mo²¹、mo³³、mu³³",,,"mu³³"
"󳗗",,,,,,,,,,,,,"mɤ²¹"
"󳗘",,"ndzɿ³³","pç⁵⁵",,,,,"pʼᴀ²¹",,,,,
"󳗙","se³³",,,"se³³",,,,,,,,,
"󳗚","ndɯ³³","ndɐ³³、tb²¹","ndʼi²¹","ndu³³",,"nei⁵⁵","ta²¹","li³³","pɪ²¹","tɕʼɿ⁵⁵","ne⁵⁵",,"ni⁵⁵"
"󳗛","nʊ³³","nu³³","ɳo³³","ɳu³³","nu⁵⁵","nu⁵³","nor⁵⁵","nor²¹、pʼɤ³³","（ʑɛ⁵⁵）me²¹、kʼe⁵⁵","（a³³）ȵi³³","mio³³","mo²¹","na⁵⁵"
"󳗜",,"ɣɪ³³",,"ɬo³³",,,,"ɬo⁵⁵",,,,,
"󳗝","dʐo¹³","dzo¹³","dʐo⁵⁵","dʐo¹³","dzu²¹","dʑou⁵⁵","dʑu²¹","dzu²¹","dʐo²¹","dʑu⁵⁵","dʐu²¹","dʐu²¹",
"󳗞",,,,"dʐo³³","tɕo³³",,,"tɕi³³",,"tɕo³³",,,
"󳗟","tɕʼʊ³³","tɕʼʊ³³","tɕʼu³³","tɕʼʊ³³","tsʼu","tɕʼɔ⁵³","tɕʼo³³","tsʼo³³","ɕɪ²¹","fu³³（dzi³³）","se⁵⁵","se²¹","kʼu²¹"
"󳗠",,,"kɤ²¹",,,,,"gu²¹",,,,,
"󳗡","kʼɯ⁵⁵","kʼɯ⁵⁵","kʼə⁵⁵","kʼɯ⁵⁵","kʼɯ⁵⁵","kʼɯa⁵⁵","kʼɤr²¹","kʼɤr²¹","kʼo²¹","kʼi⁵⁵","kʼɯ³³","kʼɤ²¹","kʼɤ²¹"
"󳗢","pa⁵⁵","po⁵⁵;tsɐ¹³","pa²¹","tʂʊ¹³",,"tɕaɯ⁵⁵","nu³³","nu²¹","tʂʅ³³","tʂɿ³³;nɛ³³","bɯ⁵⁵;dzɯ³³","pɔ²¹","n³³"
"󳗣","pa³³","pa³³","pa²¹","pa³³","pa²¹","hou⁵³","pe³³","tsor²¹","ta³³","ge⁵⁵",,"tʂʼo³³","per³³"
"󳗤","pʼæ⁵⁵",,,,,,,,"pʼai⁵⁵",,,,
"󳗥",,"fi³³",,"fi³³","frɪ³³、m̩u³³",,,,"tsʼa⁵⁵","mu³³",,,
"󳗦",,"ʟa³³",,"va³³",,"va⁵³","fri³³","væ³³","pʼa³³","va³³",,,
"󳗧","tsa⁵⁵",,"tʂo²¹","tɕe⁵⁵",,,"tsa⁵⁵","tɕe²¹（fu²¹）","tɕaŋ⁵⁵",,,,"（sɐ³³r）tɕɪ²¹"
"󳗨","tsu⁵⁵","tsʊ⁵⁵","ndzʼu³³","tsu⁵⁵",,,"dzɿ³³","dzɿ³³","kuaŋ³³","ki³³","dzɿ²¹","dzi²¹","dzi²¹"
"󳗩","dze³³","dze³³",,,,,,,,,,,
"󳗪","ndzɿ³³","tʼa²¹","ȵdʑɤr²¹","ȵdʑi³³","ndzɯ⁵¹","tʼə²¹",,"dzɤr³³","dʑɪ²¹","tɕɿ⁵⁵",,"dʐi²¹","dzɤ³³"
"󳗫","zo⁵⁵","zo⁵⁵","zor²¹","zo⁵⁵","zo⁵⁵",,"zo⁵⁵","kʼɯ⁵⁵",,"za³³",,,
"󳗬","ta²¹","tsa³³","ndʼɔ⁵⁵","ŋgɯ²¹",,,"dze²¹","dʑe²¹、tᴀ²¹","du²¹",,"dzə³³","dzə³³",
"󳗭","tʼa²¹",,"dzʼa²¹","tʼa¹³",,,"tʼe³³","tʼer²¹","to³³","tʼa²¹",,,
"󳗮","da³³","da³³","da³³","da³³","da⁵¹","de⁵³","de³³","de³³","dɪ³³","dɔ⁵⁵",,,"de³³"
"󳗯","dʊ²¹",,,"du⁵⁵",,,,,,,,,
"󳗰","ʈʼe³³",,,"ʈʼe³³",,,,,,,,,
"󳗱","ɖʊ²¹","ɖu²¹",,,,,,"xæ³³","mi³³",,,,
"󳗲","ɳo²¹","hɯ²¹",,"ɳo²¹",,,,"ɳɤ²¹",,"tɕi",,,
"󳗳",,,"ȵdʑa⁵⁵","tʂa³³",,,,"dɤr²¹",,"tʂo⁵⁵",,,
"󳗴","tʂu³³","tsu³³","tʂo³³",,"tsu³³","tɕu⁵³","tso³³","tso³³","tʂa²¹","tʂᴀ³³","tʂo⁵⁵","tʂo⁵⁵","tʂɐ⁵"
"󳗵","tɕi¹³","dʑi²¹",,"dʑi²¹",,,,,"xʊa⁵⁵",,,,
"󳗶","ʑɯ²¹","ʑɯ²¹",,"ʑɤ²¹","ʑɪ²¹",,,"zɤ²¹",,,,,"ʐi³³"
"󳗷",,"kuɛ³³",,"kui⁵⁵",,"ki⁵³",,"sɤ⁵⁵",,,,"kɛ⁵⁵",
"󳗸","ŋgɪ¹³","ŋde¹³",,"ŋgɪ¹³","dʑi⁵¹","dʑei²¹",,"dɿɤ²¹",,,,,
"󳗹","ŋgo²¹","ŋgo²¹","si⁵⁵","ŋgo²¹","ŋgo²¹","ʑə²¹","ɕʊ⁵⁵","ʑɿ²¹","zɯr³³",,,"sɿ²¹","sɤ⁴⁴"
"󳗺","ŋe²¹",,,,,,,,,,,,
"󳗻",,,,"xo¹³",,,"xo²¹","xo²¹",,,,,"tʐɤ⁵⁵"
"󳗼","ʔy³³","di³³（li⁴⁴）","ʔɯ³³","ʔɤ³³",,"ʑɯa³³","ŋu³³","ʔɣ³³","di⁵⁵","o³³","（bu²¹）di³³",,"xɯ⁵⁵"
"󳗽","hu⁵⁵","hʊ⁵⁵",,"hu⁵⁵","ho⁵⁵","ɬi⁵⁵",,"ȵe³³","ʔlɿ²¹",,,"dzi³³",
"󳗾","mi⁵⁵、ɬi⁵⁵","mi⁵⁵","li⁵⁵","mi⁵⁵","mi⁵¹","xɯa²¹",,"dʑe²¹","mi³³","ho⁵⁵","ma⁵⁵","mie³³","ɕi³³"
"󳗿","vɪ³³","vɛ³³",,"vɪ³³","vɚ⁵¹",,"fɪ³³",,"pʼa³³","vɿ⁵⁵",,,
"󳘀","tsɯ³³","ga³³",,"tsɤ⁵⁵",,"ndʑu⁵³",,,"kua³³",,,,
"󳘁","zo²¹","zo²¹","zɔ²¹","zo²¹","zo⁵¹","ʑo²¹","tso²¹","za²¹（tɛ³³）","tʂo¹³","zo²¹","tɛ³³",,"tɤ³³"
"󳘂","tʼa⁵⁵tʼe²¹","tʼa³³",,"tʼa³³",,,,,,"ha⁵⁵",,,
"󳘃","do²¹","do²¹","ndzʼə","do²¹",,"dʑə²¹","dzɤ²¹","zɤ²¹、dzɤ²¹",,"ʑɔ²¹",,,
"󳘄",,"dʊ⁵⁵",,"du⁵⁵",,"daɯ⁵³","dɯ²¹","dɯr²¹",,,,"dɯ²¹","du²¹"
"󳘅","ne¹³","nɯ³³","no³³","ne³³",,,"nɛ⁵⁵","nɛ⁵⁵",,"ȵi","nɛ³³","næ³³","nɛ³³"
"󳘆","na¹³","ŋa¹³","ŋa⁵⁵","ŋa¹³",,"ne⁵⁵","ta²¹","tær²¹","（ha⁵⁵）pu³³","ba²¹",,"pɐ⁵⁵","pa³³"
"󳘇","nʊ⁵⁵","nu⁵⁵","ɳɔ⁵⁵","ɳu⁵⁵","no⁵⁵","no⁵⁵","fa²¹","nær²¹","lo²¹","ȵo²¹","mia³³",,"no⁵⁵"
"󳘈","ly³³",,,"lɤ³³",,,,,,,,,
"󳘉","lɯ³³",,,"lɪ³³","lɐ³³","lɚ³³",,,,"tʼɛ³³",,,
"󳘊",,"ʈo⁵⁵",,"ʈo⁵⁵",,,,,,,,,
"󳘋","ȵdʑi³³","dʑi³³","ŋdʑʼə²¹","ȵdʑi³³","ŋgɯ⁵¹","ȵdʑɯa⁵³",,"tʼᴀ³³、tʼɯ",,,"pʼə⁵⁵","tʼə²¹","gɤ³³"
"󳘌","ʑɯ³³","ʑɐ³³","xo²¹","ʑu³³","zɯ³³","ndʑɔ⁵³","xu³³","xu³³","ɕɸ³³so³³","ʑi³³","ʑe³³","dʐi³³","dʑɛ²¹"
"󳘍","kɪ²¹",,,,,,,"kue²¹",,"dʑɛ⁵⁵",,,
"󳘎","ŋgu⁵⁵","ŋgʊ⁵⁵","ŋgʼɔ⁵⁵","ŋgu⁵⁵","ŋgʊ³³","ȵdʑə²¹","gɤ³³","gɤ³³",,"（hi²¹）ŋgo³³",,"go³³",
"󳘏","ŋɯ¹³","tsʼɐ¹³","ʔə⁵⁵smɤ⁵⁵","vu³³",,"ɔ⁵⁵","mɤ⁵⁵",,"mẽ⁵⁵","sɤ⁵⁵","me⁵⁵",,"mɤ⁵⁵"
"󳘐","ʔu⁵⁵","ʔɐ⁵⁵bʅu⁵⁵","ʔɔ⁵⁵",,"ʔɯ⁵⁵","ɔ³³","sɤ²¹","tɕe⁵⁵","ʔu⁵⁵（ȵy⁵⁵）","vu²¹（ni³³）","dzɛ³³","ʔɯ⁵⁵","ɯ⁴⁴"
"󳘑","ŋɯ²¹","ŋɯ²¹","ȵe²¹","ŋɯ²¹","ŋɯ²¹","ŋɯa²¹","ŋɤ²¹","ŋɤ²¹","ŋa⁵⁵","ŋɯ³³","ŋa³³",,"ŋɛ³³"
"󳘒","pu²¹",,"pu²¹","ɤo⁵⁵","pu²¹","ɤa⁵⁵","pa⁵⁵","fur³³","ɤa³³","pu²¹",,"va³³",
"󳘓","pʼu⁵⁵","pʼu⁵⁵",,"pʼu⁵⁵","pʼɪ⁵⁵",,,"dɤ³³、kɤ³³",,,,,
"󳘔","ba³³","ba³³",,"be³³","bɚ²¹",,,,,"ɣa³³",,,
"󳘕","ba³³",,,"pa³³",,,,,,"by³³",,,
"󳘖","mi⁵⁵","mi⁵⁵","mi⁵⁵",,"mbi⁵⁵bmi⁵⁵","mu³³",,"me²¹",,,,,"mɪ²¹"
"󳘗","mo³³","mo³³","mo²¹","mu³³","mu²¹",,"mo²¹","mo²¹",,,,,"mo²¹"
"󳘘","mo²¹","mɛ³³",,,,,,"mi⁵⁵",,"mi³³",,"mi⁵⁵bɿi²¹","me³³"
"󳘙",,"tɕʼie³³",,,,,,,"py³³",,,,"fe⁵⁵"
"󳘚","ta⁵⁵","ta⁵⁵","pu³³","ta³³",,"pe³³","pʼe³³","po²¹ytʼu²¹","（li²¹ɣu²¹）da⁵⁵","bᴀ³³","tʼu²¹",,"pu⁵⁵"
"󳘛","da¹³","da¹³",,"da³³","da²¹",,,,,,,,
"󳘜","tʂu⁵⁵","tsɿ⁵⁵","tʂa⁵⁵","tʂa¹³","tsa²¹","tɕi³³、tɕe²¹","tɕɪ²¹","tɕer²¹",,"tɕʼi²",,,"tʂʼi²¹"
